date,seed,strategy,eq_gross,eq_net,rp_gross,rp_net,turnover,tc_paid
2020-03-26,14,Simple alpha + Basic + One-Step,1.0398954744614113,1.0398954744614113,0.039895474461411326,0.039895474461411326,0.9999996141944731,0.0
2020-03-27,14,Simple alpha + Basic + One-Step,1.0188003290635008,1.0105007162544597,-0.020285832486035365,-0.02826703157081808,0.799999437914912,0.007981199084782713
2020-03-30,14,Simple alpha + Basic + One-Step,1.0228455609585811,1.0088027223810665,0.0039705836165156725,-0.0016803490052802739,0.689287431332888,0.005650932621795946
2020-03-31,14,Simple alpha + Basic + One-Step,1.0169851428632077,0.9983962067290181,-0.005729523907676842,-0.010315709326681927,0.456379976634454,0.004586185419005086
2020-04-01,14,Simple alpha + Basic + One-Step,0.936096260685188,0.9162253226229835,-0.07953791925640732,-0.08230288091262458,1.0736668819422945,0.002764961656217261
2020-04-02,14,Simple alpha + Basic + One-Step,0.9557156058773721,0.9286324841124491,0.020958683434782195,0.01354160508677731,0.32635780790856206,0.007417078348004886
2020-04-03,14,Simple alpha + Basic + One-Step,0.9425064805411745,0.9137784491225951,-0.013821188285474576,-0.015995601321281555,0.5222334569016128,0.002174413035806977
2020-04-06,14,Simple alpha + Basic + One-Step,0.9753444964010063,0.942527001557227,0.03484115657324366,0.03146118455981988,0.3127379160858302,0.003379972013423776
2020-04-07,14,Simple alpha + Basic + One-Step,0.9806814906110306,0.9455464494167901,0.005471906828528558,0.0032035664278842967,0.5923935509400053,0.002268340400644261
2020-04-08,14,Simple alpha + Basic + One-Step,1.0158353772115953,0.9756586059435395,0.03584638533216464,0.03184630067123886,0.2750687297922377,0.004000084660925781
2020-04-09,14,Simple alpha + Basic + One-Step,1.0286617183713602,0.9861378287790106,0.01262639739420415,0.01074066560950068,0.5936565303577019,0.0018857317847034694
2020-04-13,14,Simple alpha + Basic + One-Step,1.0188831139854282,0.9726326373172022,-0.009506142020541265,-0.013695034373166565,0.5306359559526752,0.004188892352625299
2020-04-14,14,Simple alpha + Basic + One-Step,1.0260833240760885,0.9759406721171587,0.007066767514181504,0.003401114329333059,0.19999292265197577,0.0036656531848484448
2020-04-15,14,Simple alpha + Basic + One-Step,0.9971868083761064,0.9471595412418113,-0.028161958217185975,-0.029490656243387176,0.4321502278304717,0.0013286980262012004
2020-04-16,14,Simple alpha + Basic + One-Step,1.0090111506695272,0.9556780316114255,0.011857700276517152,0.0089937228087737,0.07196850707695857,0.0028639774677434522
2020-04-17,14,Simple alpha + Basic + One-Step,1.0299131563925075,0.9750312887779163,0.020715336702781532,0.020250813062908053,0.17060184522880933,0.0004645236398734791
2020-04-20,14,Simple alpha + Basic + One-Step,1.0220521555211999,0.9664967470846314,-0.007632683224323944,-0.008753095199623763,0.43044984900724415,0.0011204119752998187
2020-04-21,14,Simple alpha + Basic + One-Step,1.0093322434635112,0.9517926091139428,-0.01244546277699713,-0.015213851484800653,0.10312294082545928,0.002768388707803522
2020-04-22,14,Simple alpha + Basic + One-Step,1.0315076358718174,0.9720836961560358,0.02197035966295053,0.02131881131224866,0.20274971904740763,0.0006515483507018686
2020-04-23,14,Simple alpha + Basic + One-Step,1.03407915568586,0.9732963514415576,0.0024929721551398684,0.0012474803253228579,0.13877641266460125,0.0012454918298170105
2020-04-24,14,Simple alpha + Basic + One-Step,1.0535364674925844,0.9908070119746923,0.01881607582914603,0.017991088230423842,0.3156015091832435,0.00082498759872219
2020-04-27,14,Simple alpha + Basic + One-Step,1.0866487266142404,1.0201532121568464,0.03142962787084426,0.029618482537448528,0.06933169671829377,0.0018111453333957308
2020-04-28,14,Simple alpha + Basic + One-Step,1.0720283562881723,1.006029619976903,-0.01345455064547134,-0.013844579433399791,0.18753531853077882,0.0003900287879284511
2020-04-29,14,Simple alpha + Basic + One-Step,1.099157861989864,1.0304421667974002,0.025306705314797725,0.02426623067127758,0.29095217544432966,0.0010404746435201462
2020-04-30,14,Simple alpha + Basic + One-Step,1.090469176582355,1.0205855119406513,-0.007904856716194874,-0.009565461482795617,0.19199531902873312,0.0016606047666007427
2020-05-01,14,Simple alpha + Basic + One-Step,1.0610555565092283,0.9919266011304695,-0.02697336220480088,-0.02808085209409521,0.33829080248220506,0.0011074898892943323
2020-05-04,14,Simple alpha + Basic + One-Step,1.0556281630765807,0.9849921188887111,-0.0051150888371042,-0.00699092274958194,0.2561707662259441,0.0018758339124777409
2020-05-05,14,Simple alpha + Basic + One-Step,1.0562631505845002,0.984218513308116,0.000601525736172889,-0.0007853926602660315,0.24505884479865767,0.0013869183964389205
2020-05-06,14,Simple alpha + Basic + One-Step,1.053140615080718,0.9800279821500456,-0.002956209825226047,-0.004257724378690415,0.1621299105001887,0.001301514553464368
2020-05-07,14,Simple alpha + Basic + One-Step,1.0790528753884192,1.0033738014420677,0.024604748821424043,0.02382158440089088,0.12609439986182508,0.0007831644205331616
2020-05-08,14,Simple alpha + Basic + One-Step,1.072302420023533,0.9964800878223669,-0.00625590786035988,-0.006870533802848913,0.3174781227037635,0.000614625942489033
2020-05-11,14,Simple alpha + Basic + One-Step,1.0551033127575062,0.9789850341564272,-0.01603941849319833,-0.017556852243953938,0.329818883436192,0.001517433750755608
2020-05-12,14,Simple alpha + Basic + One-Step,1.036346519603472,0.9601186336148373,-0.017777209991894947,-0.019271388104361322,0.42985810587548695,0.001494178112466376
2020-05-13,14,Simple alpha + Basic + One-Step,1.0119401896689684,0.9356296646853972,-0.023550356442401103,-0.02550619066441751,0.250824474839622,0.0019558342220164057
2020-05-14,14,Simple alpha + Basic + One-Step,1.0034629714598335,0.9267007915127163,-0.008377192936578435,-0.00954317024106242,0.1990846675707555,0.0011659773044839852
2020-05-15,14,Simple alpha + Basic + One-Step,1.0537513348733414,0.97231198294218,0.050114817231719615,0.04921889767139349,0.028195048844571503,0.0008959195603261263
2020-05-18,14,Simple alpha + Basic + One-Step,1.0473752400514724,0.9663057273276155,-0.006050853375797031,-0.006177292597371615,0.19722479317624936,0.0001264392215745843
2020-05-19,14,Simple alpha + Basic + One-Step,1.0666380037719736,0.9832027595465229,0.0183914637122361,0.01748621760282561,0.05186503469545009,0.0009052461094104888
2020-05-20,14,Simple alpha + Basic + One-Step,1.0866030793924346,1.0013753868848327,0.018717761367828555,0.01848309228372334,0.17229445347475086,0.00023466908410521594
2020-05-21,14,Simple alpha + Basic + One-Step,1.0816395940428787,0.9960188162669554,-0.004567891849092868,-0.0053492133799503605,0.05994602599436554,0.0007813215308574923
2020-05-22,14,Simple alpha + Basic + One-Step,1.0900468703345754,1.0034952360045015,0.007772714994901787,0.0075063037117786,0.14617128896869527,0.000266411283123187
2020-05-26,14,Simple alpha + Basic + One-Step,1.0763379074023531,0.9902321817261116,-0.012576489420142405,-0.0132168582396045,0.24863132434101423,0.0006403688194620945
2020-05-27,14,Simple alpha + Basic + One-Step,1.1177807825037207,1.0272340221830916,0.03850359149886902,0.03736683289012128,0.14783089762129034,0.0011367586087477385
2020-05-28,14,Simple alpha + Basic + One-Step,1.1257247522255889,1.0338412484983128,0.007106912058439857,0.006432055571114698,0.07824671115697807,0.0006748564873251588
2020-05-29,14,Simple alpha + Basic + One-Step,1.1400811280438359,1.0466565152839216,0.012753007153715017,0.012395778176023919,0.1229007047859989,0.000357228977691098
2020-06-01,14,Simple alpha + Basic + One-Step,1.1641267357102458,1.0681817903031747,0.02109113735411751,0.02056574884398826,0.08651539475314254,0.0005253885101292511
